reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date,cluster,customer_segment
29596,Resort Hotel,0,14,2016,October,44,28,2,2,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,38.0,Check-Out,2016-01-11,1,1
29598,Resort Hotel,0,51,2016,October,45,30,2,0,1,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,60.0,Check-Out,2016-01-11,0,0
29601,Resort Hotel,0,6,2016,October,45,31,1,0,2,2.0,0,PRT,BB,1,0,Online TA,TA/TO,0,H,H,No Deposit,240.0,,Transient-Party,150.0,Check-Out,2016-01-11,1,1
29603,Resort Hotel,0,1,2016,October,45,31,1,0,2,0.0,0,PRT,HB,0,0,Direct,Direct,0,D,D,No Deposit,,,Transient,108.0,Check-Out,2016-01-11,1,1
29606,Resort Hotel,0,10,2016,October,44,29,2,1,2,0.0,0,PRT,BB,0,2,Direct,Direct,0,A,A,No Deposit,,,Transient,38.0,Check-Out,2016-01-11,1,1
29608,Resort Hotel,0,42,2016,October,44,29,2,1,1,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,71.23,Check-Out,2016-01-11,1,1
29610,Resort Hotel,0,1,2016,November,45,1,0,1,2,0.0,0,PRT,BB,1,1,Direct,TA/TO,0,E,E,No Deposit,,,Transient,76.0,Check-Out,2016-02-11,1,1
29612,Resort Hotel,0,0,2016,October,45,31,1,0,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,A,C,No Deposit,241.0,,Transient,41.57,Check-Out,2016-01-11,1,1
29613,Resort Hotel,0,2,2016,October,45,30,2,0,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,E,No Deposit,240.0,,Transient,66.0,Check-Out,2016-01-11,1,1
29615,Resort Hotel,0,50,2016,October,44,29,2,1,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,69.67,Check-Out,2016-01-11,0,0
29616,Resort Hotel,0,10,2016,October,44,29,2,1,2,0.0,0,PRT,BB,0,2,Direct,Direct,0,A,A,No Deposit,,,Transient,38.0,Check-Out,2016-01-11,1,1
29618,Resort Hotel,0,141,2016,October,43,19,4,10,2,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,D,D,No Deposit,314.0,,Transient,81.66,Check-Out,2016-02-11,2,2
29619,Resort Hotel,0,93,2016,October,44,27,2,4,2,0.0,0,AUT,HB,1,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,102.93,Check-Out,2016-02-11,0,0
29625,Resort Hotel,0,2,2016,November,45,1,0,1,1,0.0,0,CHE,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,55.0,Check-Out,2016-02-11,0,0
29626,Resort Hotel,0,137,2016,October,44,26,2,5,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,38.46,Check-Out,2016-02-11,2,2
29628,Resort Hotel,0,121,2016,October,44,25,2,6,1,0.0,0,EST,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,70.45,Check-Out,2016-02-11,0,0
29632,Resort Hotel,0,77,2016,October,44,28,2,3,2,0.0,0,AUT,BB,0,3,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,69.12,Check-Out,2016-02-11,0,0
29633,Resort Hotel,0,6,2016,November,45,1,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,A,A,No Deposit,,195.0,Transient,45.0,Check-Out,2016-02-11,1,1
29634,Resort Hotel,0,43,2016,October,44,28,2,3,2,1.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,65.75,Check-Out,2016-02-11,1,1
29635,Resort Hotel,0,43,2016,October,44,28,2,3,2,0.0,0,FRA,HB,1,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,58.4,Check-Out,2016-02-11,1,1
29641,Resort Hotel,0,0,2016,November,45,1,0,1,2,0.0,0,FRA,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,55.0,Check-Out,2016-02-11,1,1
29646,Resort Hotel,0,46,2016,October,45,30,2,1,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,53.41,Check-Out,2016-02-11,1,1
29647,Resort Hotel,0,18,2016,November,45,1,0,1,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,80.0,Check-Out,2016-02-11,1,1
29648,Resort Hotel,0,72,2016,October,45,31,1,1,2,0.0,0,PRT,BB,1,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,43.8,Check-Out,2016-02-11,1,1
29649,Resort Hotel,0,94,2016,October,44,28,2,3,2,0.0,0,GBR,BB,0,2,Offline TA/TO,TA/TO,0,A,D,No Deposit,171.0,,Transient,57.92,Check-Out,2016-02-11,0,0
29654,Resort Hotel,0,3,2016,October,45,30,2,1,2,1.0,0,PRT,BB,1,0,Online TA,TA/TO,0,A,C,No Deposit,240.0,,Transient,93.5,Check-Out,2016-02-11,1,1
29656,Resort Hotel,0,43,2016,October,44,29,2,3,2,0.0,0,IRL,HB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,77.36,Check-Out,2016-03-11,0,0
29657,Resort Hotel,0,40,2016,October,45,31,1,2,2,0.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,52.4,Check-Out,2016-03-11,1,1
29658,Resort Hotel,0,84,2016,October,45,30,2,2,2,0.0,0,GBR,BB,0,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient,64.8,Check-Out,2016-03-11,1,1
29659,Resort Hotel,0,6,2016,November,45,2,0,1,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,,168.0,Transient,30.0,Check-Out,2016-03-11,1,1
29660,Resort Hotel,0,6,2016,November,45,2,0,1,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,468.0,,Transient,39.6,Check-Out,2016-03-11,1,1
29663,Resort Hotel,0,32,2016,October,44,27,2,5,2,0.0,0,FRA,BB,1,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient,75.0,Check-Out,2016-03-11,1,1
29665,Resort Hotel,0,4,2016,November,45,1,0,2,2,0.0,0,CN,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,60.0,Check-Out,2016-03-11,0,0
29666,Resort Hotel,0,39,2016,November,45,1,0,2,2,0.0,0,ESP,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,37.8,Check-Out,2016-03-11,0,0
29667,Resort Hotel,0,39,2016,November,45,1,0,2,2,0.0,0,ESP,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,37.8,Check-Out,2016-03-11,0,0
29669,Resort Hotel,0,66,2016,October,44,28,2,4,2,1.0,0,BEL,BB,1,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient,100.27,Check-Out,2016-03-11,1,1
29672,Resort Hotel,0,162,2016,November,45,1,0,2,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,55.8,Check-Out,2016-03-11,0,0
29674,Resort Hotel,0,1,2016,October,45,30,2,2,2,0.0,0,MDV,BB,0,0,Online TA,TA/TO,0,E,F,No Deposit,240.0,,Transient,75.0,Check-Out,2016-03-11,1,1
29678,Resort Hotel,0,35,2016,October,44,27,2,5,3,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,E,No Deposit,6.0,,Transient,54.0,Check-Out,2016-03-11,1,1
29682,Resort Hotel,0,110,2016,October,44,29,2,3,2,0.0,0,IRL,BB,0,0,Online TA,TA/TO,0,E,E,No Deposit,314.0,,Transient,52.18,Check-Out,2016-03-11,1,1
29683,Resort Hotel,0,34,2016,October,44,28,2,5,2,0.0,0,BEL,HB,0,2,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,89.59,Check-Out,2016-04-11,0,0
29685,Resort Hotel,0,1,2016,November,45,2,0,2,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,E,E,No Deposit,,,Transient,85.0,Check-Out,2016-04-11,1,1
29688,Resort Hotel,0,39,2016,October,45,30,2,3,2,1.0,0,CHN,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,241.0,,Transient,66.44,Check-Out,2016-04-11,1,1
29689,Resort Hotel,0,39,2016,October,45,30,2,3,2,0.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,52.4,Check-Out,2016-04-11,1,1
29690,Resort Hotel,0,46,2016,November,45,2,0,2,2,0.0,0,LTU,HB,1,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,70.8,Check-Out,2016-04-11,1,1
29692,Resort Hotel,0,38,2016,October,45,30,2,3,2,1.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,67.35,Check-Out,2016-04-11,1,1
29693,Resort Hotel,0,10,2016,November,45,3,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,E,No Deposit,,470.0,Transient,45.0,Check-Out,2016-04-11,1,1
29697,Resort Hotel,0,7,2016,November,45,3,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,94.0,,Transient,27.0,Check-Out,2016-04-11,1,1
29698,Resort Hotel,0,7,2016,November,45,3,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,94.0,,Transient,27.0,Check-Out,2016-04-11,1,1
29700,Resort Hotel,0,40,2016,October,45,30,2,3,2,0.0,0,RUS,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient-Party,59.22,Check-Out,2016-04-11,1,1
29701,Resort Hotel,0,292,2016,November,45,3,0,1,2,0.0,0,UKR,BB,0,1,Groups,TA/TO,0,A,A,No Deposit,368.0,,Transient-Party,38.0,Check-Out,2016-04-11,2,2
29704,Resort Hotel,0,13,2016,November,45,3,0,1,1,0.0,0,UKR,BB,0,0,Groups,TA/TO,0,A,B,No Deposit,368.0,,Transient-Party,0.0,Check-Out,2016-04-11,1,1
29705,Resort Hotel,0,7,2016,November,45,3,0,1,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,468.0,,Transient,43.2,Check-Out,2016-04-11,1,1
29707,Resort Hotel,0,45,2016,October,44,29,2,4,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,80.33,Check-Out,2016-04-11,1,1
29709,Resort Hotel,0,292,2016,November,45,3,0,1,2,0.0,0,UKR,BB,0,1,Groups,TA/TO,0,A,C,No Deposit,368.0,,Transient-Party,38.0,Check-Out,2016-04-11,2,2
29714,Resort Hotel,0,13,2016,November,45,3,0,1,1,0.0,0,UKR,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,368.0,,Transient-Party,30.4,Check-Out,2016-04-11,1,1
29715,Resort Hotel,0,13,2016,November,45,3,0,1,2,0.0,0,UKR,BB,0,1,Groups,TA/TO,0,A,A,No Deposit,368.0,,Transient-Party,38.0,Check-Out,2016-04-11,1,1
29716,Resort Hotel,0,292,2016,November,45,3,0,1,2,0.0,0,UKR,BB,0,1,Groups,TA/TO,0,A,C,No Deposit,368.0,,Transient-Party,38.0,Check-Out,2016-04-11,2,2
29718,Resort Hotel,0,32,2016,November,45,2,0,2,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,37.8,Check-Out,2016-04-11,1,1
29719,Resort Hotel,0,31,2016,October,44,28,2,5,2,0.0,0,ARG,BB,0,0,Online TA,TA/TO,0,C,C,No Deposit,5.0,,Transient,75.0,Check-Out,2016-04-11,1,1
29720,Resort Hotel,0,0,2016,November,45,3,0,1,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,C,No Deposit,240.0,,Transient,75.0,Check-Out,2016-04-11,1,1
29721,Resort Hotel,0,0,2016,October,45,31,1,3,2,2.0,0,SWE,BB,0,0,Direct,Direct,0,H,H,No Deposit,250.0,,Transient,100.0,Check-Out,2016-04-11,1,1
29724,Resort Hotel,0,31,2016,October,45,30,2,3,2,0.0,0,BRA,BB,1,1,Direct,Direct,0,D,D,No Deposit,,,Transient,62.88,Check-Out,2016-04-11,1,1
29725,Resort Hotel,0,89,2016,October,45,30,2,3,1,0.0,0,GBR,HB,0,0,Direct,Direct,0,D,D,No Deposit,250.0,,Transient,61.8,Check-Out,2016-04-11,1,1
29726,Resort Hotel,0,28,2016,November,45,3,0,1,2,0.0,0,PRT,HB,0,0,Online TA,TA/TO,0,D,D,No Deposit,339.0,,Transient,59.04,Check-Out,2016-04-11,1,1
29728,Resort Hotel,0,89,2016,October,45,30,2,3,2,2.0,0,GBR,HB,0,0,Direct,Direct,0,G,G,No Deposit,250.0,,Transient,128.7,Check-Out,2016-04-11,1,1
29729,Resort Hotel,0,18,2016,November,45,4,0,0,1,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,I,No Deposit,240.0,,Transient,0.0,Check-Out,2016-04-11,1,1
29732,Resort Hotel,0,31,2016,October,45,30,2,4,2,0.0,0,IRL,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,70.45,Check-Out,2016-05-11,0,0
29733,Resort Hotel,0,3,2016,November,45,1,0,4,2,0.0,0,IRL,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,62.0,Check-Out,2016-05-11,1,1
29734,Resort Hotel,0,31,2016,October,45,30,2,4,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,70.45,Check-Out,2016-05-11,1,1
29735,Resort Hotel,0,69,2016,October,44,29,2,5,2,0.0,0,IRL,BB,0,3,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient-Party,52.86,Check-Out,2016-05-11,0,0
29737,Resort Hotel,0,43,2016,November,45,1,0,4,2,0.0,0,FRA,BB,1,1,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,35.0,Check-Out,2016-05-11,1,1
29742,Resort Hotel,0,146,2016,October,44,29,2,5,2,0.0,0,LUX,BB,1,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,68.43,Check-Out,2016-05-11,0,0
29744,Resort Hotel,0,89,2016,October,44,29,2,5,2,0.0,0,IRL,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,43.0,Check-Out,2016-05-11,2,2
29745,Resort Hotel,0,190,2016,October,45,31,1,4,2,0.0,0,BRA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,38.88,Check-Out,2016-05-11,2,2
29749,Resort Hotel,0,9,2016,November,45,4,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,A,No Deposit,,53.0,Transient,33.0,Check-Out,2016-05-11,1,1
29750,Resort Hotel,0,99,2016,November,45,4,0,1,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,37.8,Check-Out,2016-05-11,1,1
29752,Resort Hotel,0,0,2016,November,45,4,0,1,2,0.0,0,ESP,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,70.0,Check-Out,2016-05-11,1,1
29753,Resort Hotel,0,39,2016,October,45,31,1,4,2,0.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,52.4,Check-Out,2016-05-11,1,1
29757,Resort Hotel,0,1,2016,November,45,4,0,1,1,0.0,0,PRT,BB,1,0,Corporate,Corporate,0,D,D,No Deposit,,51.0,Transient,48.0,Check-Out,2016-05-11,1,1
29758,Resort Hotel,0,181,2016,October,44,29,2,5,2,0.0,0,IRL,HB,0,0,Online TA,TA/TO,0,E,E,No Deposit,314.0,,Transient,74.49,Check-Out,2016-05-11,2,2
29760,Resort Hotel,0,181,2016,October,44,29,2,5,2,0.0,0,GBR,HB,0,0,Online TA,TA/TO,0,E,E,No Deposit,314.0,,Transient,74.49,Check-Out,2016-05-11,2,2
29761,Resort Hotel,0,50,2016,November,45,2,0,3,1,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,171.0,,Transient,49.5,Check-Out,2016-05-11,1,1
29762,Resort Hotel,0,28,2016,October,45,31,1,4,2,0.0,0,ESP,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,177.0,,Transient,33.68,Check-Out,2016-05-11,1,1
29763,Resort Hotel,0,36,2016,October,44,29,2,5,2,0.0,0,CN,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,46.69,Check-Out,2016-05-11,1,1
29764,Resort Hotel,0,0,2016,November,45,2,0,3,2,0.0,0,USA,BB,1,0,Direct,Direct,0,F,F,No Deposit,,,Transient,96.0,Check-Out,2016-05-11,1,1
29766,Resort Hotel,0,62,2016,October,44,26,2,8,2,0.0,0,DEU,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,69.0,,Transient,49.7,Check-Out,2016-05-11,2,2
29767,Resort Hotel,0,7,2016,October,45,30,2,4,2,0.0,0,PRT,BB,1,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,71.0,Check-Out,2016-05-11,1,1
29771,Resort Hotel,0,142,2016,October,44,29,2,5,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,50.57,Check-Out,2016-05-11,2,2
29773,Resort Hotel,0,26,2016,November,45,2,0,3,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,57.0,,Transient,30.6,Check-Out,2016-05-11,1,1
29774,Resort Hotel,0,69,2016,October,44,29,2,5,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,241.0,,Transient,39.21,Check-Out,2016-05-11,1,1
29775,Resort Hotel,0,142,2016,October,44,29,2,5,2,2.0,0,GBR,BB,0,1,Online TA,TA/TO,0,G,G,No Deposit,240.0,,Transient,95.71,Check-Out,2016-05-11,2,2
29776,Resort Hotel,0,34,2016,October,45,31,1,4,2,0.0,0,BEL,HB,0,0,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,87.48,Check-Out,2016-05-11,1,1
29777,Resort Hotel,0,35,2016,October,45,31,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,40.68,Check-Out,2016-05-11,1,1
29779,Resort Hotel,0,196,2016,October,44,29,2,5,2,2.0,0,DEU,BB,0,0,Online TA,TA/TO,0,G,G,No Deposit,240.0,,Transient,96.0,Check-Out,2016-05-11,2,2
29780,Resort Hotel,0,226,2016,October,44,29,2,5,2,0.0,0,BEL,BB,0,3,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,56.57,Check-Out,2016-05-11,0,0
29783,Resort Hotel,0,8,2016,November,45,2,0,4,2,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,59.26,Check-Out,2016-06-11,1,1
29786,Resort Hotel,0,53,2016,October,45,30,2,5,2,1.0,0,ITA,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient,73.92,Check-Out,2016-06-11,1,1
29789,Resort Hotel,0,1,2016,November,45,5,0,1,1,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,75.0,Check-Out,2016-06-11,1,1
29793,Resort Hotel,0,1,2016,November,45,4,0,2,1,0.0,0,GBR,BB,0,3,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,72.0,Check-Out,2016-06-11,0,0
29795,Resort Hotel,0,36,2016,November,45,1,0,5,2,0.0,0,AUS,BB,0,1,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,29.0,Check-Out,2016-06-11,1,1
29797,Resort Hotel,0,42,2016,November,45,1,0,5,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,54.0,Check-Out,2016-06-11,1,1
29800,Resort Hotel,0,201,2016,November,45,5,0,1,2,0.0,0,BRA,BB,0,0,Online TA,TA/TO,0,A,D,No Deposit,240.0,,Transient,60.0,Check-Out,2016-06-11,2,2
29801,Resort Hotel,0,0,2016,November,45,5,0,1,2,0.0,0,NLD,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,70.0,Check-Out,2016-06-11,1,1
29805,Resort Hotel,0,17,2016,November,45,5,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient-Party,72.0,Check-Out,2016-06-11,1,1
29806,Resort Hotel,0,17,2016,November,45,5,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient-Party,72.0,Check-Out,2016-06-11,1,1
29807,Resort Hotel,0,2,2016,November,45,4,0,2,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,93.0,Check-Out,2016-06-11,1,1
29808,Resort Hotel,0,17,2016,November,45,5,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient-Party,75.0,Check-Out,2016-06-11,1,1
29809,Resort Hotel,0,6,2016,November,45,5,0,1,2,2.0,0,PRT,HB,0,0,Online TA,TA/TO,0,C,C,No Deposit,314.0,,Transient,89.1,Check-Out,2016-06-11,1,1
29811,Resort Hotel,0,8,2016,November,45,4,0,2,2,0.0,0,PRT,BB,0,0,Complementary,Direct,0,A,A,No Deposit,,,Transient,0.0,Check-Out,2016-06-11,1,1
29812,Resort Hotel,0,82,2016,November,45,4,0,2,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,37.8,Check-Out,2016-06-11,1,1
29813,Resort Hotel,0,1,2016,November,45,4,0,2,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,75.0,Check-Out,2016-06-11,1,1
29815,Resort Hotel,0,22,2016,November,45,1,0,5,2,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,72.0,Check-Out,2016-06-11,0,0
29816,Resort Hotel,0,7,2016,November,45,3,0,3,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,F,F,No Deposit,241.0,,Transient,55.44,Check-Out,2016-06-11,1,1
29818,Resort Hotel,0,11,2016,November,45,2,0,4,2,0.0,0,CN,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,41.57,Check-Out,2016-06-11,1,1
29821,Resort Hotel,0,29,2016,November,45,4,0,2,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,55.8,Check-Out,2016-06-11,0,0
29822,Resort Hotel,0,29,2016,November,45,4,0,2,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient-Party,55.8,Check-Out,2016-06-11,0,0
29824,Resort Hotel,0,29,2016,November,45,4,0,2,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,37.8,Check-Out,2016-06-11,0,0
29826,Resort Hotel,0,21,2016,November,45,4,0,2,3,1.0,0,GBR,BB,0,2,Online TA,TA/TO,0,H,H,No Deposit,240.0,,Transient,105.0,Check-Out,2016-06-11,0,0
29827,Resort Hotel,0,3,2016,November,45,4,0,2,2,0.0,0,ESP,BB,1,2,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,75.0,Check-Out,2016-06-11,0,0
29828,Resort Hotel,0,70,2016,October,45,31,2,5,2,0.0,0,POL,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,37.8,Check-Out,2016-07-11,0,0
29829,Resort Hotel,0,70,2016,October,45,31,2,5,2,1.0,0,POL,BB,0,3,Online TA,TA/TO,0,A,C,No Deposit,240.0,,Transient-Party,55.3,Check-Out,2016-07-11,0,0
29832,Resort Hotel,0,45,2016,November,45,3,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,29.0,Check-Out,2016-07-11,1,1
29834,Resort Hotel,0,8,2016,November,45,4,1,2,2,0.0,0,ESP,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,68.0,Check-Out,2016-07-11,0,0
29835,Resort Hotel,0,80,2016,October,45,31,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient,32.8,Check-Out,2016-07-11,1,1
29836,Resort Hotel,0,30,2016,October,45,31,2,5,2,0.0,0,SRB,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,69.04,Check-Out,2016-07-11,1,1
29837,Resort Hotel,0,80,2016,October,45,31,2,5,2,1.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient,32.8,Check-Out,2016-07-11,1,1
29838,Resort Hotel,0,35,2016,October,45,31,2,5,1,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient,28.71,Check-Out,2016-07-11,1,1
29841,Resort Hotel,0,28,2016,October,45,31,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,57.0,,Transient,32.31,Check-Out,2016-07-11,1,1
29845,Resort Hotel,0,84,2016,October,45,31,2,5,2,0.0,0,GBR,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,314.0,,Transient,33.6,Check-Out,2016-07-11,1,1
29846,Resort Hotel,0,2,2016,November,46,6,1,0,1,0.0,0,PRT,BB,1,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,146.0,,Transient,52.0,Check-Out,2016-07-11,1,1
29847,Resort Hotel,0,40,2016,November,45,2,1,4,2,0.0,0,FRA,BB,1,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,35.0,Check-Out,2016-07-11,1,1
29850,Resort Hotel,0,84,2016,October,45,31,2,5,1,1.0,0,FIN,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,33.26,Check-Out,2016-07-11,1,1
29852,Resort Hotel,0,31,2016,November,45,4,1,2,2,0.0,0,GBR,HB,0,2,Online TA,TA/TO,0,A,F,No Deposit,240.0,,Transient,84.8,Check-Out,2016-07-11,0,0
29853,Resort Hotel,0,10,2016,November,45,3,1,3,2,0.0,0,IRL,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,61.5,Check-Out,2016-07-11,0,0
29855,Resort Hotel,0,43,2016,November,45,2,1,4,2,0.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,6.0,,Transient,52.4,Check-Out,2016-07-11,1,1
29856,Resort Hotel,0,26,2016,November,45,4,1,2,2,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,D,D,No Deposit,241.0,,Transient,65.14,Check-Out,2016-07-11,1,1
