reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date
35955,Resort Hotel,0,102,2017,April,17,29,2,5,2,0.0,0,IRL,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,177.0,,Transient,56.0,Check-Out,2017-06-05
35958,Resort Hotel,0,194,2017,April,15,15,6,15,2,0.0,0,PRT,BB,0,2,Direct,Direct,0,A,A,No Deposit,,,Transient,47.5,Check-Out,2017-06-05
35960,Resort Hotel,0,285,2017,April,17,29,2,5,2,0.0,0,GBR,BB,0,3,Online TA,TA/TO,0,E,E,No Deposit,241.0,,Transient,64.37,Check-Out,2017-06-05
35962,Resort Hotel,0,5,2017,May,18,2,0,4,3,1.0,0,ESP,HB,1,1,Online TA,TA/TO,0,H,H,No Deposit,240.0,,Transient,220.0,Check-Out,2017-06-05
35964,Resort Hotel,0,12,2017,May,18,4,0,2,2,1.0,1,ESP,BB,0,1,Online TA,TA/TO,0,E,G,No Deposit,240.0,,Transient,140.0,Check-Out,2017-06-05
35965,Resort Hotel,0,0,2017,May,18,5,0,1,2,0.0,0,CN,BB,1,0,Direct,Direct,0,E,E,No Deposit,,,Transient,75.0,Check-Out,2017-06-05
35966,Resort Hotel,0,6,2017,April,17,29,2,5,2,1.0,0,NLD,BB,0,0,Direct,Direct,0,D,D,No Deposit,250.0,,Transient,122.07,Check-Out,2017-06-05
35968,Resort Hotel,0,0,2017,May,18,5,0,1,2,0.0,0,FRA,BB,1,0,Direct,Direct,0,A,A,No Deposit,,,Transient,77.0,Check-Out,2017-06-05
35969,Resort Hotel,0,173,2017,April,18,30,2,4,2,0.0,0,PRT,HB,1,0,Direct,Direct,0,D,D,No Deposit,250.0,,Transient,104.91,Check-Out,2017-06-05
35977,Resort Hotel,0,261,2017,April,18,30,2,5,2,0.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,40.0,,Contract,40.95,Check-Out,2017-07-05
35979,Resort Hotel,0,261,2017,April,18,30,2,5,2,0.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,40.0,,Contract,40.95,Check-Out,2017-07-05
35981,Resort Hotel,0,8,2017,May,18,4,0,3,2,0.0,0,AUS,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,526.0,,Transient,75.6,Check-Out,2017-07-05
35982,Resort Hotel,0,221,2017,April,18,30,2,5,2,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,D,D,No Deposit,,,Transient-Party,83.43,Check-Out,2017-07-05
35985,Resort Hotel,0,191,2017,April,18,30,2,5,1,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,56.71,Check-Out,2017-07-05
35987,Resort Hotel,0,191,2017,April,18,30,2,5,1,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,54.71,Check-Out,2017-07-05
35988,Resort Hotel,0,191,2017,April,18,30,2,5,1,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,54.71,Check-Out,2017-07-05
35993,Resort Hotel,0,199,2017,April,18,30,2,5,1,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,54.71,Check-Out,2017-07-05
35996,Resort Hotel,0,191,2017,April,18,30,2,5,1,0.0,0,GBR,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,54.71,Check-Out,2017-07-05
35997,Resort Hotel,0,6,2017,May,18,1,1,5,2,0.0,0,CN,BB,1,0,Direct,Direct,0,E,E,No Deposit,250.0,,Transient,122.0,Check-Out,2017-07-05
35998,Resort Hotel,0,6,2017,May,18,5,0,2,2,1.0,0,ESP,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,95.0,Check-Out,2017-07-05
36001,Resort Hotel,0,191,2017,May,18,4,0,3,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,A,B,No Deposit,240.0,,Transient,82.17,Check-Out,2017-07-05
36003,Resort Hotel,0,191,2017,May,18,4,0,3,2,0.0,0,FRA,BB,1,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,89.17,Check-Out,2017-07-05
36004,Resort Hotel,0,4,2017,April,18,30,2,5,2,0.0,0,BEL,HB,0,2,Offline TA/TO,TA/TO,0,E,E,No Deposit,479.0,,Transient,99.0,Check-Out,2017-07-05
36006,Resort Hotel,0,7,2017,May,18,6,0,1,3,1.0,0,ESP,HB,1,1,Online TA,TA/TO,0,H,H,No Deposit,240.0,,Transient,75.0,Check-Out,2017-07-05
36007,Resort Hotel,0,99,2017,April,18,30,2,5,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,D,D,No Deposit,6.0,,Transient,56.0,Check-Out,2017-07-05
36008,Resort Hotel,0,9,2017,May,18,4,0,3,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,129.0,Check-Out,2017-07-05
36009,Resort Hotel,0,0,2017,May,18,5,0,2,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,D,F,No Deposit,240.0,,Transient,137.0,Check-Out,2017-07-05
36014,Resort Hotel,0,0,2017,May,18,5,0,2,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,75.0,Check-Out,2017-07-05
36015,Resort Hotel,0,7,2017,May,18,4,0,3,2,0.0,0,PRT,BB,0,1,Direct,Direct,0,A,H,No Deposit,250.0,,Transient,73.33,Check-Out,2017-07-05
36018,Resort Hotel,0,1,2017,May,18,5,0,2,2,0.0,1,PRT,BB,1,2,Direct,Direct,0,A,A,No Deposit,,,Transient,78.25,Check-Out,2017-07-05
36019,Resort Hotel,0,1,2017,May,18,5,0,2,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,80.0,Check-Out,2017-07-05
36020,Resort Hotel,0,11,2017,May,18,5,0,2,2,0.0,0,ESP,BB,1,1,Direct,Direct,0,D,D,No Deposit,250.0,,Transient,107.0,Check-Out,2017-07-05
36021,Resort Hotel,0,52,2017,April,18,30,2,5,2,0.0,0,LUX,HB,0,0,Direct,Direct,0,E,E,No Deposit,250.0,,Transient,131.0,Check-Out,2017-07-05
36023,Resort Hotel,0,116,2017,May,18,2,0,5,2,0.0,0,IRL,BB,0,0,Offline TA/TO,TA/TO,0,A,C,No Deposit,6.0,,Transient,44.8,Check-Out,2017-07-05
36024,Resort Hotel,0,0,2017,May,18,3,0,4,2,0.0,0,BRA,HB,1,1,Online TA,TA/TO,0,G,G,No Deposit,240.0,,Transient,89.25,Check-Out,2017-07-05
36025,Resort Hotel,0,3,2017,May,19,8,0,0,2,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,,437.0,Transient-Party,0.0,Check-Out,2017-08-05
36026,Resort Hotel,0,111,2017,May,18,1,2,5,2,0.0,0,ITA,FB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,243.0,,Transient,92.95,Check-Out,2017-08-05
36027,Resort Hotel,0,88,2017,May,18,1,2,5,2,0.0,0,GBR,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,243.0,,Contract,68.95,Check-Out,2017-08-05
36028,Resort Hotel,0,111,2017,April,17,24,4,10,2,0.0,0,IRL,BB,0,0,Direct,Direct,0,E,E,No Deposit,,,Transient,89.0,Check-Out,2017-08-05
36029,Resort Hotel,0,32,2017,May,18,5,1,2,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,40.0,,Contract,86.5,Check-Out,2017-08-05
36030,Resort Hotel,0,4,2017,May,18,5,1,2,1,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,95.33,Check-Out,2017-08-05
36032,Resort Hotel,0,76,2017,May,19,8,1,0,2,0.0,0,FRA,BB,1,1,Online TA,TA/TO,0,A,E,No Deposit,240.0,,Transient,105.0,Check-Out,2017-09-05
36035,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,BRA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36037,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36038,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,BRA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36039,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36040,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36043,Resort Hotel,0,2,2017,May,19,7,1,0,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,,195.0,Group,45.0,Check-Out,2017-08-05
36044,Resort Hotel,0,2,2017,May,19,7,1,0,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,A,No Deposit,,437.0,Transient,60.0,Check-Out,2017-08-05
36045,Resort Hotel,0,116,2017,May,18,6,1,1,2,0.0,0,FRA,BB,1,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,122.0,Check-Out,2017-08-05
36046,Resort Hotel,0,248,2017,May,18,3,1,4,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,54.0,Check-Out,2017-08-05
36047,Resort Hotel,0,1,2017,May,18,6,1,1,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,72.5,Check-Out,2017-08-05
36050,Resort Hotel,0,198,2017,May,18,5,1,2,2,0.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,D,D,No Deposit,6.0,,Transient,54.0,Check-Out,2017-08-05
36051,Resort Hotel,0,0,2017,May,19,8,0,0,2,0.0,0,PRT,BB,0,0,Direct,Direct,1,E,E,No Deposit,,,Transient,0.0,Check-Out,2017-08-05
36053,Resort Hotel,0,7,2017,May,19,7,1,0,1,0.0,0,NLD,BB,1,1,Online TA,TA/TO,0,A,D,No Deposit,240.0,,Transient,66.4,Check-Out,2017-08-05
36062,Resort Hotel,0,79,2017,May,18,6,1,1,2,0.0,0,BEL,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,85.0,Check-Out,2017-08-05
36064,Resort Hotel,0,3,2017,May,19,8,0,0,2,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,D,No Deposit,,437.0,Transient-Party,0.0,Check-Out,2017-08-05
36069,Resort Hotel,0,237,2017,May,18,2,2,5,2,0.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,A,C,No Deposit,436.0,,Transient,75.0,Check-Out,2017-09-05
36070,Resort Hotel,0,179,2017,May,19,7,2,0,2,0.0,0,PRT,BB,0,2,Direct,Direct,0,A,A,No Deposit,,,Transient,74.25,Check-Out,2017-09-05
36071,Resort Hotel,0,179,2017,May,19,7,2,0,2,0.0,0,BRA,BB,0,2,Direct,Direct,0,A,A,No Deposit,,,Transient,74.25,Check-Out,2017-09-05
36076,Resort Hotel,0,36,2017,May,18,5,2,2,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,F,F,No Deposit,241.0,,Transient,108.4,Check-Out,2017-09-05
36077,Resort Hotel,0,70,2017,May,18,2,2,5,1,0.0,0,IRL,BB,0,2,Offline TA/TO,TA/TO,0,A,A,No Deposit,177.0,,Transient,44.0,Check-Out,2017-09-05
36080,Resort Hotel,0,84,2017,May,18,2,2,5,1,0.0,0,IRL,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,177.0,,Transient-Party,42.0,Check-Out,2017-09-05
36081,Resort Hotel,0,69,2017,May,18,6,2,1,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,66.6,Check-Out,2017-09-05
36082,Resort Hotel,0,72,2017,May,18,3,2,4,2,0.0,0,SWE,BB,0,1,Online TA,TA/TO,0,E,E,No Deposit,240.0,,Transient,116.67,Check-Out,2017-09-05
36088,Resort Hotel,0,41,2017,May,18,2,2,5,2,1.0,0,GBR,HB,0,1,Offline TA/TO,TA/TO,0,E,E,No Deposit,143.0,,Transient,112.63,Check-Out,2017-09-05
36089,Resort Hotel,0,5,2017,May,19,7,2,0,2,0.0,0,CPV,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,80.0,Check-Out,2017-09-05
36090,Resort Hotel,0,77,2017,May,18,4,2,3,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,75.0,Check-Out,2017-09-05
36091,Resort Hotel,0,41,2017,May,18,2,2,5,2,0.0,0,GBR,HB,0,1,Offline TA/TO,TA/TO,0,E,E,No Deposit,143.0,,Transient,90.1,Check-Out,2017-09-05
36093,Resort Hotel,0,1,2017,May,19,9,0,1,2,0.0,0,CN,BB,1,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,92.0,Check-Out,2017-10-05
36094,Resort Hotel,0,85,2017,May,18,6,2,2,2,0.0,0,DEU,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient-Party,102.0,Check-Out,2017-10-05
36096,Resort Hotel,0,82,2017,May,19,8,1,1,1,0.0,0,GBR,BB,1,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,65.52,Check-Out,2017-10-05
36097,Resort Hotel,0,14,2017,May,19,7,2,1,2,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,117.0,Check-Out,2017-10-05
36098,Resort Hotel,0,3,2017,May,19,7,2,1,2,0.0,0,SWE,BB,0,0,Online TA,TA/TO,0,A,C,No Deposit,175.0,,Transient,65.33,Check-Out,2017-10-05
36101,Resort Hotel,0,9,2017,May,18,6,2,2,2,0.0,0,CHE,BB,1,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,84.5,Check-Out,2017-10-05
36103,Resort Hotel,0,0,2017,May,19,9,0,1,2,0.0,0,CHN,BB,0,0,Online TA,TA/TO,0,A,G,No Deposit,240.0,,Transient,65.0,Check-Out,2017-10-05
36105,Resort Hotel,0,5,2017,May,19,8,1,1,2,0.0,0,ESP,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,48.0,Check-Out,2017-10-05
36107,Resort Hotel,0,88,2017,May,19,9,0,1,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,D,F,No Deposit,240.0,,Transient,132.0,Check-Out,2017-10-05
36109,Resort Hotel,0,16,2017,May,19,7,2,1,2,0.0,0,FRA,BB,1,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,92.0,Check-Out,2017-10-05
36111,Resort Hotel,0,46,2017,May,18,3,2,5,2,0.0,0,IRL,HB,0,0,Direct,Direct,0,F,F,No Deposit,250.0,,Transient,163.71,Check-Out,2017-10-05
36112,Resort Hotel,0,11,2017,May,19,7,2,1,2,0.0,0,IRL,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,75.0,Check-Out,2017-10-05
36116,Resort Hotel,0,10,2017,May,18,6,2,3,2,0.0,0,IRL,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,94.8,Check-Out,2017-11-05
36117,Resort Hotel,0,272,2017,May,18,4,2,5,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,243.0,,Contract,78.85,Check-Out,2017-11-05
36118,Resort Hotel,0,272,2017,May,18,4,2,5,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,243.0,,Contract,78.85,Check-Out,2017-11-05
36119,Resort Hotel,0,72,2017,May,18,4,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,40.0,,Contract,75.0,Check-Out,2017-11-05
36125,Resort Hotel,0,120,2017,May,19,10,0,1,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,251.0,,Transient,62.0,Check-Out,2017-11-05
36132,Resort Hotel,0,32,2017,May,19,7,2,2,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,241.0,,Transient,80.4,Check-Out,2017-11-05
36133,Resort Hotel,0,248,2017,May,18,4,2,5,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,40.0,,Contract,70.95,Check-Out,2017-11-05
36135,Resort Hotel,0,8,2017,May,18,6,2,3,2,0.0,0,IRL,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,48.0,Check-Out,2017-11-05
36139,Resort Hotel,0,82,2017,May,19,8,1,3,2,0.0,0,ROU,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,242.0,,Transient,87.0,Check-Out,2017-12-05
36140,Resort Hotel,0,79,2017,May,19,8,1,3,2,0.0,0,GBR,BB,0,0,Online TA,TA/TO,0,C,C,No Deposit,241.0,,Transient,95.48,Check-Out,2017-12-05
36141,Resort Hotel,0,51,2017,May,18,5,2,5,2,0.0,0,GBR,BB,0,1,Direct,Direct,0,G,G,No Deposit,250.0,,Transient,160.0,Check-Out,2017-12-05
36142,Resort Hotel,0,111,2017,May,19,8,1,3,2,0.0,0,GBR,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,314.0,,Transient,61.2,Check-Out,2017-12-05
36145,Resort Hotel,0,7,2017,May,19,9,0,3,2,0.0,0,FRA,BB,1,1,Online TA,TA/TO,0,A,D,No Deposit,240.0,,Transient,92.0,Check-Out,2017-12-05
36147,Resort Hotel,0,0,2017,May,19,11,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,A,C,No Deposit,250.0,,Transient,80.0,Check-Out,2017-12-05
36150,Resort Hotel,0,172,2017,May,18,5,2,5,2,0.0,0,FRA,HB,1,3,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient-Party,137.0,Check-Out,2017-12-05
36154,Resort Hotel,0,314,2017,May,19,7,2,3,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,41.58,Check-Out,2017-12-05
36155,Resort Hotel,0,15,2017,May,19,9,0,3,2,0.0,0,PRT,BB,1,1,Online TA,TA/TO,0,A,B,No Deposit,240.0,,Transient,97.0,Check-Out,2017-12-05
36156,Resort Hotel,0,245,2017,May,19,9,0,3,2,0.0,0,GBR,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,177.0,,Transient,43.2,Check-Out,2017-12-05
36157,Resort Hotel,0,86,2017,May,19,10,0,2,2,0.0,0,CN,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,241.0,,Transient,65.45,Check-Out,2017-12-05
36158,Resort Hotel,0,88,2017,May,18,5,2,5,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,40.0,,Contract,84.28,Check-Out,2017-12-05
36162,Resort Hotel,0,2,2017,May,19,11,0,1,2,0.0,0,BRA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,85.0,Check-Out,2017-12-05
36163,Resort Hotel,0,33,2017,May,19,8,1,3,2,0.0,0,CN,BB,1,0,Online TA,TA/TO,0,G,G,No Deposit,240.0,,Transient,176.0,Check-Out,2017-12-05
36698,Resort Hotel,0,141,2017,May,21,27,2,5,2,2.0,0,GBR,HB,0,1,Online TA,Direct,0,G,G,No Deposit,240.0,,Transient,194.14,Check-Out,2017-03-06
36764,Resort Hotel,0,2,2017,May,22,28,2,2,2,0.0,0,GBR,BB,0,3,Online TA,TA/TO,0,E,F,No Deposit,240.0,,Transient,8.0,Check-Out,2017-01-06
36861,Resort Hotel,0,352,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,3,Online TA,TA/TO,0,A,D,No Deposit,,,Transient-Party,67.5,Check-Out,2017-01-06
36862,Resort Hotel,0,203,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,223.0,Transient-Party,59.71,Check-Out,2017-01-06
36865,Resort Hotel,0,310,2017,May,20,18,4,10,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,D,E,No Deposit,243.0,,Contract,80.4,Check-Out,2017-01-06
36866,Resort Hotel,0,192,2017,May,20,18,4,10,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,40.0,,Contract,70.4,Check-Out,2017-01-06
36870,Resort Hotel,0,305,2017,May,21,25,2,5,2,0.0,0,IRL,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient-Party,54.0,Check-Out,2017-01-06
36873,Resort Hotel,0,306,2017,May,21,25,2,5,2,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,84.23,Check-Out,2017-01-06
36874,Resort Hotel,0,314,2017,May,21,22,3,7,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,243.0,,Contract,98.2,Check-Out,2017-01-06
36876,Resort Hotel,0,1,2017,May,22,31,0,1,2,0.0,0,CUB,BB,0,2,Direct,Direct,0,E,E,No Deposit,,,Transient,115.0,Check-Out,2017-01-06
36880,Resort Hotel,0,139,2017,May,22,29,1,2,2,0.0,0,GBR,FB,0,0,Offline TA/TO,TA/TO,0,E,E,No Deposit,436.0,,Transient,128.7,Check-Out,2017-01-06
36883,Resort Hotel,0,203,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,223.0,Transient-Party,59.71,Check-Out,2017-01-06
36885,Resort Hotel,0,14,2017,May,22,31,0,1,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,,78.0,Transient,45.0,Check-Out,2017-01-06
36886,Resort Hotel,0,1,2017,May,22,31,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,C,No Deposit,,195.0,Transient,75.0,Check-Out,2017-01-06
36891,Resort Hotel,0,120,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,56.7,Check-Out,2017-01-06
36893,Resort Hotel,0,124,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,56.7,Check-Out,2017-01-06
36894,Resort Hotel,0,207,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,63.0,Check-Out,2017-01-06
36895,Resort Hotel,0,0,2017,May,22,29,1,2,2,0.0,0,CN,BB,0,1,Online TA,TA/TO,0,G,G,No Deposit,241.0,,Transient,120.0,Check-Out,2017-01-06
36896,Resort Hotel,0,95,2017,May,22,28,2,2,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,E,E,No Deposit,26.0,,Transient,92.0,Check-Out,2017-01-06
36899,Resort Hotel,0,353,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,68.0,Check-Out,2017-01-06
36902,Resort Hotel,0,124,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,56.7,Check-Out,2017-01-06
36903,Resort Hotel,0,138,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,56.7,Check-Out,2017-01-06
36905,Resort Hotel,0,203,2017,May,21,25,2,5,2,0.0,0,GBR,BB,1,0,Groups,TA/TO,0,A,A,No Deposit,,223.0,Transient-Party,59.71,Check-Out,2017-01-06
36907,Resort Hotel,0,352,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,66.0,Check-Out,2017-01-06
36908,Resort Hotel,0,42,2017,May,22,30,0,2,2,0.0,0,ARG,BB,1,0,Online TA,TA/TO,0,E,E,No Deposit,468.0,,Transient,98.4,Check-Out,2017-01-06
36909,Resort Hotel,0,167,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,56.7,Check-Out,2017-01-06
36912,Resort Hotel,0,352,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,6.0,,Transient,66.0,Check-Out,2017-01-06
36913,Resort Hotel,0,203,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,223.0,Transient-Party,66.71,Check-Out,2017-01-06
36915,Resort Hotel,0,353,2017,May,21,25,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,6.0,,Transient,80.0,Check-Out,2017-01-06
36916,Resort Hotel,0,199,2017,May,22,28,2,2,3,0.0,0,CN,BB,0,1,Offline TA/TO,TA/TO,0,A,D,No Deposit,410.0,,Transient,92.55,Check-Out,2017-01-06
36917,Resort Hotel,0,159,2017,May,22,28,2,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,410.0,,Transient,58.2,Check-Out,2017-01-06
36918,Resort Hotel,0,73,2017,May,22,30,0,2,2,0.0,0,PAK,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient,100.0,Check-Out,2017-01-06
36920,Resort Hotel,0,333,2017,May,21,26,2,5,2,0.0,0,CN,BB,0,0,Direct,Direct,0,D,D,No Deposit,250.0,,Transient,70.46,Check-Out,2017-02-06
36921,Resort Hotel,0,124,2017,May,21,22,3,8,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,40.0,,Contract,70.4,Check-Out,2017-02-06
36923,Resort Hotel,0,44,2017,May,22,29,1,3,2,0.0,0,GBR,BB,0,0,Online TA,TA/TO,0,D,D,No Deposit,240.0,,Transient-Party,113.0,Check-Out,2017-02-06
36924,Resort Hotel,0,34,2017,May,22,28,2,3,1,0.0,0,RUS,HB,0,2,Online TA,TA/TO,0,G,G,No Deposit,241.0,,Transient,182.4,Check-Out,2017-02-06
36925,Resort Hotel,0,71,2017,May,21,26,2,5,2,0.0,0,GBR,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,40.0,,Contract,69.56,Check-Out,2017-02-06
36926,Resort Hotel,0,39,2017,May,22,28,2,3,2,0.0,0,GBR,HB,1,0,Direct,Direct,0,E,E,No Deposit,250.0,,Transient,156.8,Check-Out,2017-02-06
36930,Resort Hotel,0,5,2017,June,22,1,0,1,1,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,240.0,,Transient,67.5,Check-Out,2017-02-06
